Number_of_cities,Dataset,Run,Fitness,Runtime,Solution,A,Drone,Truck,folder
100,C201_1.5.dat,5,1170.175,62468.11,"[[[[0, []], [35, [35]], [87, [87, 77]], [77, [80, 63, 33, 22]], [80, []], [63, []], [65, [65, 14, 50]], [50, []], [12, [12, 45, 38]], [14, []], [9, [9, 6]], [22, [41, 39, 42]], [6, []], [34, [34, 31, 36, 37, 32, 51, 40]], [36, []], [39, []], [38, []], [37, []], [33, []], [32, []], [31, []], [51, []], [45, []], [44, [44, 48]], [40, []], [42, []], [41, []], [48, []]], [[0, [16]], [23, [23, 26, 13]], [26, []], [16, []], [13, []], [11, [11, 49, 29, 54]], [67, [19, 94, 59, 67]], [62, [62, 56, 24]], [69, [69, 58, 97, 53]], [66, [66, 55]], [49, []], [55, []], [57, [57, 60, 47, 17, 43, 46, 2]], [54, []], [59, []], [53, []], [56, []], [58, []], [60, []], [46, []], [43, []], [47, []], [52, [52, 100]], [29, []], [30, [30, 15, 18]], [17, []], [18, []], [19, []], [15, []], [25, [25, 95, 90, 3]], [27, [27, 21]], [24, [99, 92]], [21, []], [2, []], [99, []], [100, []], [97, []], [92, []], [94, []], [95, []], [3, []], [90, []]], [[0, [1]], [68, [68, 64]], [64, []], [93, [93, 73, 78, 84, 10, 4, 96, 91, 72]], [10, [89, 5]], [5, []], [75, [75]], [4, []], [89, []], [91, []], [28, [28, 83, 7]], [20, [20, 70]], [8, [8, 76]], [7, []], [98, [98, 79, 71]], [1, []], [88, [88, 85, 81]], [84, []], [83, []], [85, []], [79, []], [73, []], [70, []], [71, []], [76, []], [81, []], [78, []], [82, [82, 74]], [86, [86]], [96, []], [74, []], [72, []], [61, [61]]]], [[[23, [23, 26, 13]]], [[68, [68, 64]]], [[35, [35]]], [[11, [11, 49, 29, 54]]], [[93, [84, 10, 96, 91, 72]]], [[93, [93, 73, 78, 4]]], [[10, [89, 5]]], [[75, [75]]], [[87, [87, 77]]], [[77, [80, 63, 33, 22]]], [[67, [19, 94, 59, 67]]], [[62, [62, 56, 24]]], [[69, [69, 58, 97, 53]]], [[66, [66, 55]]], [[28, [28, 83, 7]]], [[57, [60, 47, 17, 2]]], [[57, [57, 43, 46]]], [[65, [65, 14, 50]]], [[20, [20, 70]]], [[8, [8, 76]]], [[52, [52, 100]]], [[98, [98, 79, 71]]], [[30, [30, 15, 18]]], [[12, [12, 45, 38]]], [[88, [88, 85, 81]]], [[9, [9, 6]]], [[22, [41, 39, 42]]], [[25, [25, 95, 90, 3]]], [[27, [27, 21]]], [[24, [99, 92]]], [[34, [34, 31, 36]]], [[34, [37, 32, 51, 40]]], [[82, [82, 74]]], [[44, [44, 48]]], [[86, [86]]], [[61, [61]]]]]",8,3,3,appendix
100,C201_1.5.dat,6,1146.608,63011.97,"[[[[0, [13, 16, 57]], [13, []], [16, []], [75, [75, 2, 49]], [2, []], [49, []], [57, []], [59, [56, 59, 58]], [58, []], [56, []], [68, [10, 18, 33, 68]], [10, [28, 36, 19, 14, 47]], [17, [17, 15, 24]], [18, []], [19, []], [15, []], [14, []], [30, [30, 39, 29]], [28, []], [34, [6, 32, 27, 34, 38, 37]], [36, []], [39, []], [38, []], [37, []], [33, []], [32, []], [6, []], [29, []], [27, []], [25, [25, 9]], [9, []], [8, [8, 21, 20, 48]], [21, []], [20, []], [24, []], [52, [52]], [47, []], [48, []]], [[0, [64, 96]], [46, [46, 54, 66, 53]], [53, []], [54, []], [55, [55, 94]], [64, [69, 3, 72]], [72, []], [66, []], [69, []], [96, []], [87, [87, 76]], [3, []], [7, [7, 70, 79, 80]], [94, [92, 71, 63]], [92, []], [78, [81, 78, 67, 73]], [81, []], [76, []], [71, []], [70, []], [73, []], [79, []], [80, []], [61, [61, 40, 50]], [63, []], [67, [45, 65, 44, 60, 51, 42, 41]], [65, []], [40, []], [60, []], [44, []], [45, []], [51, []], [50, []], [42, []], [41, []]], [[0, [26]], [26, []], [23, [23, 89, 1, 35]], [5, [5, 77]], [11, [11, 93]], [93, []], [22, [22, 62, 43, 31, 84, 91]], [43, []], [35, []], [31, []], [62, []], [74, [74, 97, 99]], [89, []], [1, []], [98, [98, 83]], [99, []], [12, [12, 100, 85]], [100, []], [97, []], [95, [95, 4]], [91, []], [4, []], [84, []], [83, [90, 82, 88]], [82, []], [85, []], [77, []], [88, []], [86, [86]], [90, []]]], [[[23, [23, 89, 1]]], [[23, [35]]], [[46, [46, 54, 66, 53]]], [[5, [5, 77]]], [[11, [11, 93]]], [[75, [75, 2, 49]]], [[22, [62, 43, 91]]], [[22, [22, 31, 84]]], [[55, [55, 94]]], [[64, [69, 3, 72]]], [[59, [56, 59, 58]]], [[68, [10, 18, 33, 68]]], [[87, [87, 76]]], [[7, [7, 70, 79, 80]]], [[74, [74, 97, 99]]], [[94, [92, 71, 63]]], [[10, [28, 14, 47]]], [[10, [36, 19]]], [[17, [17, 15, 24]]], [[98, [98, 83]]], [[78, [81, 78, 67, 73]]], [[12, [12, 100, 85]]], [[30, [30, 39, 29]]], [[34, [6, 38]]], [[34, [32, 27, 34, 37]]], [[95, [95, 4]]], [[61, [61, 40, 50]]], [[67, [45, 65, 44]]], [[67, [60, 51, 42, 41]]], [[83, [90, 82, 88]]], [[25, [25, 9]]], [[8, [8, 20]]], [[8, [21, 48]]], [[52, [52]]], [[86, [86]]]]]",8,3,3,appendix
100,C201_1.5.dat,7,1178.806,52634.0,"[[[[0, [13, 16, 23, 26]], [16, []], [19, [19, 29]], [13, []], [23, []], [26, []], [29, [24, 31, 35, 33, 22]], [24, []], [22, [36]], [33, []], [28, [28, 18, 14]], [18, [6, 17]], [17, []], [12, [12, 52, 20, 15]], [14, []], [15, []], [27, [27, 39, 34, 30, 32, 25]], [6, []], [32, []], [34, [37, 38, 9, 21]], [36, []], [39, []], [38, []], [37, []], [35, []], [31, []], [52, []], [30, []], [25, []], [9, []], [20, []], [21, []]], [[0, []], [1, [1]], [64, [64, 68, 49, 57]], [66, [66, 53]], [68, []], [49, []], [53, []], [54, [54, 55, 46]], [55, []], [69, [69, 84, 67, 62, 72, 10, 77, 59]], [77, []], [83, [83, 43]], [84, []], [10, []], [8, [8, 63, 47]], [43, []], [47, []], [67, []], [63, []], [62, []], [61, [61, 65]], [72, []], [65, []], [45, [45, 41, 50, 44]], [46, []], [41, [42, 51, 40, 58]], [42, []], [51, []], [50, []], [44, []], [40, [60, 56, 74]], [60, []], [58, []], [56, []], [59, []], [57, []], [74, []], [48, [48]]], [[0, []], [89, [89]], [11, [11, 80, 78]], [75, [75, 93, 91, 96]], [93, []], [5, [5, 3]], [4, [4, 73, 94]], [87, [2, 87]], [96, []], [91, []], [2, [70, 99, 7, 79, 76, 97]], [3, []], [7, [92, 71]], [94, []], [92, []], [97, []], [98, [98, 81]], [86, [86, 85, 90]], [78, []], [81, []], [80, []], [79, []], [73, []], [70, []], [71, []], [76, []], [85, []], [82, [82, 95, 88]], [88, []], [95, []], [99, []], [100, [100]], [90, []]]], [[[89, [89]]], [[1, [1]]], [[64, [64, 68, 49, 57]]], [[11, [11, 80, 78]]], [[66, [66, 53]]], [[19, [19, 29]]], [[54, [54, 55, 46]]], [[75, [75, 93, 91, 96]]], [[5, [5, 3]]], [[4, [4, 73, 94]]], [[69, [69, 84, 77, 59]]], [[69, [67, 62, 72, 10]]], [[87, [2, 87]]], [[29, [31, 35, 33]]], [[29, [24, 22]]], [[22, [36]]], [[83, [83, 43]]], [[2, [7, 79, 76, 97]]], [[2, [70, 99]]], [[28, [28, 18, 14]]], [[7, [92, 71]]], [[8, [63]]], [[8, [8, 47]]], [[18, [6, 17]]], [[12, [20, 15]]], [[98, [98, 81]]], [[86, [86, 85, 90]]], [[12, [12, 52]]], [[61, [61, 65]]], [[45, [45, 41, 50, 44]]], [[27, [27, 39]]], [[27, [34, 30, 32, 25]]], [[34, [38, 21]]], [[34, [37, 9]]], [[41, [42, 51, 40, 58]]], [[82, [82, 95, 88]]], [[40, [56]]], [[40, [60, 74]]], [[100, [100]]], [[48, [48]]]]]",8,3,3,appendix
100,C201_1.5.dat,8,1145.294,64108.34,"[[[[0, [87, 43, 35, 54, 68, 64, 66, 49]], [87, []], [66, []], [68, []], [49, []], [54, [58, 59, 56, 53, 22, 46]], [53, []], [56, []], [58, []], [59, []], [43, []], [8, [8, 28, 21, 38, 31, 33]], [10, [10, 6, 24]], [21, []], [20, [36, 20]], [22, []], [6, []], [35, []], [31, []], [33, []], [32, [32, 37, 39, 34]], [37, []], [38, []], [39, []], [36, []], [34, []], [28, []], [30, [30, 47, 42]], [24, []], [47, []], [42, []], [46, []], [65, [65, 61, 41]], [61, []], [64, []], [41, []]], [[0, []], [13, [1, 26, 13, 23]], [23, []], [26, []], [29, [29, 96, 77, 73, 80]], [75, [75, 67, 91]], [67, []], [1, []], [7, [7, 84, 78, 3]], [3, []], [91, []], [96, [71, 70, 79, 76, 83]], [80, []], [79, []], [73, []], [70, []], [71, []], [76, []], [83, []], [88, [88, 95, 98]], [98, []], [95, [81, 85, 82]], [84, []], [77, []], [78, []], [81, []], [85, []], [82, []], [86, [86, 90]], [90, []]], [[0, []], [11, [11]], [5, [5, 57, 2]], [2, []], [93, [93, 63, 55, 19, 62, 4, 89]], [62, []], [63, []], [69, [69, 72, 94, 16, 97]], [55, []], [57, []], [72, []], [74, [74, 14, 18]], [4, []], [89, []], [99, [99, 92]], [94, []], [92, []], [97, [15, 45]], [100, [100, 9, 27, 50, 48]], [12, [12, 25, 17, 51]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [9, []], [25, []], [27, []], [52, [52, 60]], [50, []], [51, []], [45, []], [44, [44, 40]], [60, []], [40, []], [48, []]]], [[[13, [1, 26]]], [[11, [11]]], [[13, [13, 23]]], [[5, [5, 57, 2]]], [[29, [29, 96, 77, 73, 80]]], [[75, [75, 67, 91]]], [[93, [93, 63, 55, 62]]], [[93, [19, 4, 89]]], [[69, [16, 97]]], [[69, [69, 72, 94]]], [[54, [53, 22, 46]]], [[54, [58, 59, 56]]], [[7, [7, 84, 78, 3]]], [[96, [76, 83]]], [[74, [74, 14, 18]]], [[96, [71, 70, 79]]], [[8, [28, 31]]], [[8, [21, 38]]], [[8, [8, 33]]], [[10, [10, 6, 24]]], [[99, [99, 92]]], [[20, [36, 20]]], [[97, [15, 45]]], [[100, [100, 9]]], [[100, [27, 50, 48]]], [[12, [12, 25, 17, 51]]], [[88, [88, 95, 98]]], [[32, [32, 37, 39, 34]]], [[95, [81, 85, 82]]], [[30, [30, 47, 42]]], [[65, [65, 61, 41]]], [[52, [52, 60]]], [[44, [44, 40]]], [[86, [86, 90]]]]]",8,3,3,appendix
100,C201_1.5.dat,9,1150.986,59030.97,"[[[[0, [87, 16, 54, 55, 57, 53]], [57, []], [53, []], [55, []], [54, [56, 68]], [56, []], [68, [18, 14, 70]], [47, [47, 73, 19]], [8, [8, 85, 15, 17, 76]], [21, [21, 71, 81, 12, 86, 100, 99]], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [100, []], [99, []], [95, [95, 79, 88, 82]], [88, []], [86, []], [82, []], [85, []], [76, []], [71, []], [70, []], [73, []], [79, []], [81, []], [87, []]], [[0, []], [1, [1]], [89, [89, 64]], [93, [93, 46, 49, 24, 43, 72, 63, 91]], [64, []], [66, [66, 5]], [49, []], [43, []], [46, []], [72, []], [67, [67, 10, 62, 69]], [63, []], [74, [74, 50, 58, 59]], [91, []], [5, []], [10, []], [24, []], [42, [42, 44, 60, 40, 45, 65]], [44, []], [60, []], [58, []], [59, []], [40, [51, 48, 20]], [45, []], [50, []], [51, []], [52, [52, 41, 61]], [69, []], [41, []], [65, []], [61, []], [62, []], [48, []], [20, []]], [[0, []], [26, [26, 23]], [23, [13]], [13, []], [2, [2, 11, 96]], [11, []], [75, [75, 77]], [4, [4, 80, 33, 78]], [96, []], [77, [3, 94, 29]], [78, []], [80, []], [83, [83, 84, 28]], [84, [92, 31, 97]], [94, []], [92, []], [97, []], [98, [98]], [90, [90, 9, 7]], [3, []], [7, []], [9, []], [25, [25, 39]], [30, [30, 36]], [28, []], [36, []], [39, []], [38, [38, 6, 37, 34, 32, 35]], [37, []], [35, []], [31, []], [32, []], [33, []], [34, []], [6, []], [29, []], [27, [27, 22]], [22, []]]], [[[1, [1]]], [[26, [26, 23]]], [[23, [13]]], [[89, [89, 64]]], [[2, [2, 11, 96]]], [[93, [93, 24, 72, 63, 91]]], [[93, [46, 49, 43]]], [[66, [66, 5]]], [[75, [75, 77]]], [[4, [4, 80, 33, 78]]], [[67, [67, 10, 62, 69]]], [[77, [3, 94, 29]]], [[54, [56, 68]]], [[68, [18, 14, 70]]], [[74, [74, 50, 58, 59]]], [[83, [83, 84, 28]]], [[47, [47, 73, 19]]], [[84, [92, 31, 97]]], [[8, [15, 76]]], [[8, [8, 85, 17]]], [[21, [21, 81]]], [[21, [12, 86]]], [[21, [71, 100, 99]]], [[98, [98]]], [[90, [90, 9, 7]]], [[42, [42, 44]]], [[42, [60, 40, 45, 65]]], [[25, [25, 39]]], [[95, [95, 79, 88, 82]]], [[40, [51, 48, 20]]], [[52, [52]]], [[30, [30, 36]]], [[52, [41, 61]]], [[38, [38, 6]]], [[38, [37, 34, 32, 35]]], [[27, [27, 22]]]]]",8,3,3,appendix
100,C201_1.dat,10,994.0,69633.33,"[[[[0, [46, 49, 11, 89]], [46, []], [49, []], [63, [13, 96, 63, 84, 67, 4, 3]], [96, []], [87, [87, 19, 97, 94, 99, 64, 10, 7]], [84, []], [89, []], [4, []], [3, []], [7, []], [98, [98, 95, 92, 86, 91]], [99, []], [95, [14, 100, 18]], [94, []], [92, []], [97, []], [100, []], [12, [12, 48]], [14, []], [16, [16, 15, 17, 88]], [15, []], [19, []], [18, []], [17, []], [13, []], [11, []], [10, [72, 83, 82, 61]], [91, []], [88, []], [86, []], [83, []], [82, []], [90, [90]], [72, []], [61, []], [64, []], [67, []], [48, []]], [[0, [85, 38, 79, 80, 42, 45, 70, 71, 76, 33, 62, 81, 73, 36, 52, 43, 74, 66, 69, 29, 22]], [85, []], [76, []], [71, []], [70, []], [73, []], [79, []], [80, []], [81, []], [74, []], [62, []], [66, []], [69, []], [43, []], [42, []], [45, []], [51, [51, 6, 41]], [41, []], [52, [39, 32]], [6, []], [32, []], [33, []], [37, [37, 27]], [38, []], [39, []], [36, []], [29, []], [27, []], [22, []]], [[0, []], [78, [78, 68, 57, 54, 1]], [77, [77, 35, 26, 75, 2, 53]], [93, [93, 59, 56]], [75, []], [2, []], [1, []], [5, [5, 28, 31, 20, 23, 24, 58]], [8, [8, 44, 65, 55]], [21, [21, 50, 47]], [20, []], [47, []], [44, []], [40, [40, 60]], [57, []], [59, []], [56, []], [53, []], [60, []], [58, []], [54, []], [55, []], [65, []], [68, []], [50, []], [31, []], [35, []], [34, [34, 9]], [28, [25, 30]], [26, []], [23, []], [25, []], [9, []], [30, []], [24, []]]], [[[78, [1]]], [[78, [78, 68, 57, 54]]], [[77, [35, 75, 53]]], [[77, [77, 26, 2]]], [[93, [93, 59, 56]]], [[63, [13, 96]]], [[63, [63, 3]]], [[63, [84, 67, 4]]], [[87, [87, 94, 99, 64]]], [[87, [19, 97]]], [[87, [10, 7]]], [[5, [5, 23]]], [[5, [31, 24]]], [[5, [28, 20, 58]]], [[8, [65, 55]]], [[8, [8, 44]]], [[21, [21, 50, 47]]], [[98, [95, 86, 91]]], [[98, [98, 92]]], [[95, [14, 100, 18]]], [[40, [40, 60]]], [[12, [12, 48]]], [[16, [16, 88]]], [[16, [15, 17]]], [[10, [72]]], [[10, [83]]], [[10, [82, 61]]], [[34, [34, 9]]], [[28, [25, 30]]], [[51, [51, 6, 41]]], [[52, [39, 32]]], [[90, [90]]], [[37, [37, 27]]]]]",8,3,3,appendix
100,C201_1.dat,1,1038.318,60797.8,"[[[[0, []], [62, [62, 96, 78, 80, 84, 99, 3, 4, 87, 54, 53]], [55, [55, 59, 56]], [54, []], [59, []], [53, []], [56, []], [61, [61, 100]], [74, [74, 83]], [96, []], [3, []], [95, [95, 71, 77, 73]], [94, [94, 92, 97]], [92, []], [97, []], [100, []], [99, []], [4, []], [88, [88, 76, 70]], [86, [86, 82]], [84, []], [82, []], [83, []], [77, [85, 79, 81]], [85, []], [76, []], [71, []], [70, []], [73, []], [79, []], [80, []], [81, []], [78, []], [87, []]], [[0, []], [1, [1]], [11, [11, 64, 5, 89]], [2, [2, 49, 13]], [5, []], [93, [93, 75, 63, 66]], [69, [69, 67, 19, 18, 36, 33]], [63, []], [72, [72, 28, 17, 6, 7]], [64, []], [49, []], [65, [65, 15, 38, 20]], [66, []], [67, []], [75, []], [9, [9, 98, 48]], [17, []], [18, []], [19, []], [15, []], [13, []], [98, []], [7, []], [89, []], [48, []], [6, []], [32, [32, 37]], [33, []], [37, []], [38, []], [39, [39, 34]], [34, []], [36, []], [28, [27]], [27, []], [20, []]], [[0, [57]], [68, [68, 23, 26, 35, 46, 16]], [10, [10, 43]], [22, [22, 31]], [23, []], [26, []], [35, []], [31, []], [43, []], [41, [41, 47, 50]], [47, []], [42, [42, 40, 60, 58, 14]], [46, []], [60, []], [58, []], [57, []], [40, []], [44, [44, 52]], [45, [45, 30]], [51, [51, 25]], [50, []], [52, []], [24, [29, 24, 91]], [29, []], [30, []], [16, []], [12, [12]], [14, []], [25, []], [21, [21, 8]], [8, []], [91, []], [90, [90]]]], [[[68, [16]]], [[68, [68, 23, 26]]], [[1, [1]]], [[68, [35, 46]]], [[62, [80, 3, 53]]], [[11, [11, 64, 5, 89]]], [[2, [2, 49]]], [[2, [13]]], [[62, [96, 4, 54]]], [[10, [10, 43]]], [[93, [63, 66]]], [[93, [93, 75]]], [[62, [84, 99, 87]]], [[62, [62, 78]]], [[22, [22, 31]]], [[55, [55, 59, 56]]], [[69, [69, 67, 19, 33]]], [[69, [18, 36]]], [[72, [28, 17, 6]]], [[72, [72, 7]]], [[65, [65, 15, 38, 20]]], [[61, [61, 100]]], [[74, [74, 83]]], [[41, [41, 47, 50]]], [[42, [42, 40]]], [[42, [60, 58, 14]]], [[9, [9, 98, 48]]], [[95, [95, 71, 77, 73]]], [[94, [94, 92, 97]]], [[44, [44, 52]]], [[45, [45, 30]]], [[51, [51, 25]]], [[88, [88, 76, 70]]], [[86, [86, 82]]], [[24, [29, 24, 91]]], [[77, [85, 79]]], [[77, [81]]], [[12, [12]]], [[21, [21, 8]]], [[32, [32, 37]]], [[39, [39, 34]]], [[90, [90]]], [[28, [27]]]]]",8,3,3,appendix
100,C201_1.dat,2,998.421,78073.58,"[[[[0, [11, 16, 3, 75, 13, 23, 26, 35]], [22, [22, 29]], [29, []], [23, [24, 94]], [26, []], [28, [28, 18]], [35, []], [27, [27, 15, 98, 92, 89, 19]], [24, [14, 100, 97, 5]], [21, [17, 21]], [30, [30, 25, 91]], [25, []], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, [12, 95, 7, 86]], [100, []], [97, []], [92, []], [94, []], [95, []], [98, []], [7, []], [3, []], [86, []], [91, []], [89, []], [75, []], [5, []], [11, []], [9, [9, 8]], [8, []]], [[0, [87, 80, 62, 96, 57, 68, 63, 78, 54, 73]], [67, [67, 55, 49, 64]], [54, []], [57, []], [55, []], [49, [71, 79, 70, 76]], [80, []], [79, []], [73, []], [70, []], [71, []], [76, []], [78, [81, 85]], [81, []], [85, []], [87, []], [96, []], [63, []], [62, []], [61, [61, 50, 33]], [64, []], [68, []], [41, [41, 42, 45, 20, 6]], [42, []], [45, []], [51, [51, 37]], [50, []], [52, [52, 31, 32]], [31, []], [32, []], [34, [34, 38, 36, 39]], [36, []], [39, []], [38, []], [37, []], [33, []], [6, []], [20, []]], [[0, [93, 2, 46, 72]], [93, [1, 66, 84, 69, 43, 58, 77]], [10, [10, 59, 99]], [2, [83, 4]], [99, []], [1, []], [4, []], [90, [90, 74]], [66, []], [69, []], [47, [47, 53, 44]], [43, []], [48, [48, 40, 56]], [65, [65, 60]], [53, []], [56, []], [60, []], [58, []], [59, []], [40, []], [44, []], [46, []], [72, []], [74, []], [77, []], [83, []], [82, [82, 88]], [84, []], [88, []]]], [[[67, [67, 55, 49, 64]]], [[93, [1]]], [[22, [22, 29]]], [[93, [66, 84, 69]]], [[93, [43, 58, 77]]], [[23, [24, 94]]], [[10, [10, 59, 99]]], [[2, [83, 4]]], [[28, [28, 18]]], [[49, [71, 79, 70, 76]]], [[27, [92, 89, 19]]], [[90, [90, 74]]], [[27, [27, 15, 98]]], [[24, [14, 100, 97, 5]]], [[21, [17, 21]]], [[30, [30, 25, 91]]], [[78, [81, 85]]], [[47, [47, 53, 44]]], [[48, [48, 40, 56]]], [[12, [95, 86]]], [[65, [65, 60]]], [[12, [12, 7]]], [[61, [61, 50, 33]]], [[41, [45, 20, 6]]], [[41, [41, 42]]], [[51, [51, 37]]], [[52, [52, 31]]], [[52, [32]]], [[34, [36, 39]]], [[34, [34, 38]]], [[82, [82, 88]]], [[9, [9, 8]]]]]",8,3,3,appendix
100,C201_1.dat,3,985.3607,74760.93,"[[[[0, [1, 72, 87, 84, 63, 62, 67, 66]], [62, [69, 97, 18, 64]], [66, []], [67, []], [63, [16, 49, 19, 94, 91]], [69, []], [64, []], [72, []], [49, []], [61, [61, 98, 7, 92, 100]], [87, [17, 12]], [84, []], [88, [88, 95, 99]], [91, []], [7, []], [94, []], [92, []], [95, []], [97, []], [100, []], [99, []], [98, []], [1, [14, 15]], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [25, [25, 21, 9]], [9, []], [21, []]], [[0, []], [11, [11, 43, 78, 46]], [2, [96, 2, 57]], [4, [4, 77, 3]], [3, []], [96, [80, 55]], [78, []], [77, []], [74, [70, 74, 83, 47]], [52, [52, 45]], [45, []], [47, []], [43, []], [51, [51, 44]], [44, []], [57, []], [55, []], [65, [65, 71, 73, 81, 90]], [46, []], [41, [41, 76, 85, 79, 82, 86]], [76, []], [71, []], [70, []], [73, []], [79, []], [80, []], [81, []], [85, []], [82, []], [83, []], [86, []], [90, []]], [[0, [13, 23]], [13, []], [23, []], [26, [26, 5, 89, 54, 29]], [10, [10, 31]], [5, []], [75, [75, 56, 33]], [89, []], [93, [93, 59]], [8, [36, 38, 8, 53, 68, 20]], [48, [48, 42, 40, 50]], [68, [60, 58, 6]], [54, []], [53, []], [56, []], [60, []], [58, []], [59, []], [40, []], [42, []], [50, []], [6, []], [32, [32, 35]], [31, []], [35, []], [36, []], [34, [34, 37]], [33, []], [37, [30, 28]], [38, []], [39, [39, 27]], [28, []], [30, []], [27, []], [29, []], [22, [22]], [24, [24]], [20, []]]], [[[11, [11, 43]]], [[11, [78, 46]]], [[2, [96, 2, 57]]], [[26, [26, 5, 89, 54, 29]]], [[4, [4, 77, 3]]], [[10, [10, 31]]], [[96, [80, 55]]], [[62, [69, 97, 18, 64]]], [[75, [75, 56, 33]]], [[63, [16, 49, 19]]], [[63, [94, 91]]], [[93, [93, 59]]], [[74, [83]]], [[74, [70, 74, 47]]], [[8, [36, 38, 20]]], [[8, [8, 53, 68]]], [[52, [52, 45]]], [[61, [92, 100]]], [[61, [61, 98, 7]]], [[48, [48, 42]]], [[48, [40, 50]]], [[51, [51, 44]]], [[87, [17, 12]]], [[68, [60, 58, 6]]], [[88, [88, 95, 99]]], [[65, [65, 71, 73]]], [[65, [81, 90]]], [[41, [76, 85]]], [[41, [86]]], [[41, [41, 79, 82]]], [[1, [14, 15]]], [[32, [32, 35]]], [[34, [34, 37]]], [[37, [30, 28]]], [[39, [39, 27]]], [[25, [25, 21, 9]]], [[22, [22]]], [[24, [24]]]]]",8,3,3,appendix
100,C201_1.dat,4,1012.05,67185.77,"[[[[0, [2, 77]], [4, [4, 3, 89, 5]], [3, []], [2, []], [5, []], [93, [93, 99, 7, 94, 91, 97, 16, 84]], [91, [19]], [97, []], [7, []], [89, []], [98, [98, 14, 15, 92]], [92, []], [94, []], [95, [95, 100]], [99, []], [100, []], [12, [12, 18]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, [17, 13]], [13, [25, 83]], [25, []], [30, [30, 82]], [82, []], [77, []], [83, []], [84, []], [88, [88, 86]], [86, []]], [[0, []], [23, [23, 57, 26]], [26, []], [29, [29, 43, 46, 49, 64, 80, 78]], [43, []], [46, []], [57, []], [49, []], [64, []], [72, [72, 73, 24, 76, 67]], [96, [96, 79, 87]], [87, [21, 85]], [90, [90, 71, 20]], [9, [9, 8]], [8, []], [21, [42, 61]], [24, []], [20, [41, 70, 63, 47, 81]], [47, []], [42, []], [41, []], [61, []], [80, []], [79, []], [73, []], [70, []], [71, []], [76, []], [81, []], [85, []], [78, []], [63, []], [67, []]], [[0, [1]], [11, [11, 35, 68, 53]], [1, []], [75, [75, 66, 54]], [10, [10, 31]], [22, [22, 59, 56, 58, 33, 62, 69, 55]], [66, []], [74, [74, 44, 50]], [62, []], [69, []], [68, []], [65, [65, 28]], [55, []], [53, []], [56, []], [54, []], [59, [60, 40]], [58, []], [60, []], [40, []], [44, []], [50, []], [31, []], [35, []], [28, []], [27, [27, 6, 38]], [6, []], [32, [37, 32]], [33, []], [37, []], [38, []], [39, [39, 34, 36]], [36, []], [34, []], [52, [52, 45]], [51, [51, 48]], [45, []], [48, []]]], [[[11, [35, 68, 53]]], [[23, [23, 57, 26]]], [[11, [11]]], [[29, [46, 49, 64, 80]]], [[29, [29, 43, 78]]], [[4, [4, 3, 89, 5]]], [[75, [75, 66, 54]]], [[10, [10, 31]]], [[22, [59, 56, 55]]], [[22, [33, 62, 69]]], [[22, [22, 58]]], [[93, [99, 91, 16]]], [[93, [93, 94, 97]]], [[93, [7, 84]]], [[72, [72, 73, 67]]], [[91, [19]]], [[72, [24, 76]]], [[96, [96, 79, 87]]], [[74, [74, 44, 50]]], [[87, [21, 85]]], [[65, [65, 28]]], [[90, [90, 71, 20]]], [[98, [98, 14, 15, 92]]], [[59, [60, 40]]], [[95, [95, 100]]], [[9, [9, 8]]], [[21, [42, 61]]], [[20, [47, 81]]], [[12, [12, 18]]], [[20, [41, 70, 63]]], [[17, [17, 13]]], [[13, [25, 83]]], [[27, [27, 6, 38]]], [[30, [30, 82]]], [[32, [37, 32]]], [[39, [36]]], [[39, [39, 34]]], [[52, [52, 45]]], [[51, [51, 48]]], [[88, [88, 86]]]]]",8,3,3,appendix
